,label,review
4466,0,a yawn-provoking little farm melodrama . 
2755,0,"those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida . or , you can do something fun tonight . "
1902,0, . . . a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . 
7655,1,"as part of mr . dong's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair . "
4597,0,"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2-hour running time . "
3515,0,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about . 
4354,0,"well-meaning to a fault , antwone fisher manages the dubious feat of turning one man's triumph of will into everyman's romance comedy . "
4804,0," ( it ) highlights not so much the crime lord's messianic bent , but spacey's . "
1244,0,"morrissette has performed a difficult task indeed - he's taken one of the world's most fascinating stories and made it dull , lifeless , and irritating . "
8885,1,"for all the wit and hoopla , festival in cannes offers rare insight into the structure of relationships . "
7080,1,a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . 
5603,1,"thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda . "
6024,1,"reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes . "
9189,1,cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most . 
1306,0,by turns numbingly dull-witted and disquietingly creepy . 
4777,0,pretend like your sat scores are below 120 and you might not notice the flaws . 
817,0,couldn't someone take rob schneider and have him switch bodies with a funny person ? 
4650,0,"as self-aware movies go , who is cletis tout ? is clever enough , though thin writing proves its undoing . "
3389,0,a negligible british comedy . 
10151,1,"a powerful , chilling , and affecting study of one man's dying fall . "
3556,0,"written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter . "
1878,0,"does paint some memorable images . . . , but makhmalbaf keeps her distance from the characters"
5204,0,the satire is just too easy to be genuinely satisfying . 
1646,0,not exactly the bees knees
7937,1,confounding because it solemnly advances a daringly preposterous thesis . acting cannot be acted . 
9071,1,"if a big musical number like 'praise the lord , he's the god of second chances' doesn't put you off , this will be an enjoyable choice for younger kids . "
8120,1,this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies . 
3096,0,"an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen . "
2672,0,sensitive though not quite revelatory documentary . 
2685,0,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness
8834,1,"the tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons . "
5770,1,recalls quiet freak-outs like l'avventura and repulsion . 
9157,1,"leigh's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other . "
2247,0,earnest falls short of its ideal predecessor largely due to parker's ill-advised meddling with the timeless source material . 
9690,1,the kind of primal storytelling that george lucas can only dream of . 
760,0,i suspect that there are more interesting ways of dealing with the subject . 
2730,0,"never quite transcends jokester status . . . and the punchline doesn't live up to barry's dead-eyed , perfectly chilled delivery . "
5317,0,"muddled , trashy and incompetent"
3760,0,bland but harmless . 
7803,1,"a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire . "
8499,1,"as played by ryan gosling , danny is a frighteningly fascinating contradiction . "
4629,0,statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british . 
4962,0,"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter"
1672,0,"despite impeccable acting . . . and a script that takes some rather unexpected ( even , at times , preposterous ) turns , love is just too , too precious in the end . "
1134,0,"this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment . "
6213,1,"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack . "
8829,1,a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds . 
2839,0,the story and characters are nowhere near gripping enough . 
